"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw"
"Neo N3 Relic (Intact) ","Lex Prime Barrel (25.33%)","Odonata Prime Systems (25.33%)","Paris Prime String (25.33%)","Fang Prime Handle (11.0%)","Ash Prime Neuroptics (11.0%)","Nekros Prime Systems (2.0%)","Neo","N3","Intact","Lex Prime Barrel","Odonata Prime Systems","Paris Prime String","Fang Prime Handle","Ash Prime Neuroptics","Nekros Prime Systems"
"Neo N4 Relic (Intact) ","Paris Prime String (25.33%)","Ash Prime Chassis (25.33%)","Braton Prime Stock (25.33%)","Forma Blueprint (11.0%)","Venka Prime Blueprint (11.0%)","Nikana Prime Blade (2.0%)","Neo","N4","Intact","Paris Prime String","Ash Prime Chassis","Braton Prime Stock","Forma Blueprint","Venka Prime Blueprint","Nikana Prime Blade"
"Neo N5 Relic (Intact) ","Saryn Prime Systems (25.33%)","Forma Blueprint (25.33%)","Helios Prime Carapace (25.33%)","Ash Prime Systems (11.0%)","Akstiletto Prime Link (11.0%)","Nikana Prime Blueprint (2.0%)","Neo","N5","Intact","Saryn Prime Systems","Forma Blueprint","Helios Prime Carapace","Ash Prime Systems","Akstiletto Prime Link","Nikana Prime Blueprint"
"Neo N6 Relic (Intact) ","Bronco Prime Receiver (25.33%)","Galatine Prime Blade (25.33%)","Cernos Prime Upper Limb (25.33%)","Sybaris Prime Receiver (11.0%)","Trinity Prime Blueprint (11.0%)","Nikana Prime Hilt (2.0%)","Neo","N6","Intact","Bronco Prime Receiver","Galatine Prime Blade","Cernos Prime Upper Limb","Sybaris Prime Receiver","Trinity Prime Blueprint","Nikana Prime Hilt"
"Neo N7 Relic (Intact) ","Trinity Prime Neuroptics (25.33%)","Euphona Prime Blueprint (25.33%)","Venka Prime Blades (25.33%)","Banshee Prime Blueprint (11.0%)","Valkyr Prime Neuroptics (11.0%)","Nekros Prime Systems (2.0%)","Neo","N7","Intact","Trinity Prime Neuroptics","Euphona Prime Blueprint","Venka Prime Blades","Banshee Prime Blueprint","Valkyr Prime Neuroptics","Nekros Prime Systems"
"Neo N8 Relic (Intact) ","Paris Prime String (25.33%)","Hydroid Prime Chassis (25.33%)","Sybaris Prime Blueprint (25.33%)","Akbolto Prime Link (11.0%)","Forma Blueprint (11.0%)","Nami Skyla Prime Blade (2.0%)","Neo","N8","Intact","Paris Prime String","Hydroid Prime Chassis","Sybaris Prime Blueprint","Akbolto Prime Link","Forma Blueprint","Nami Skyla Prime Blade"
"Neo N9 Relic (Intact) ","Mag Prime Neuroptics (25.33%)","Boar Prime Blueprint (25.33%)","Dakra Prime Handle (25.33%)","Soma Prime Receiver (11.0%)","Forma Blueprint (11.0%)","Nova Prime Chassis (2.0%)","Neo","N9","Intact","Mag Prime Neuroptics","Boar Prime Blueprint","Dakra Prime Handle","Soma Prime Receiver","Forma Blueprint","Nova Prime Chassis"
"Neo O1 Relic (Intact) ","Volt Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Odonata Prime Harness (25.33%)","Aklex Prime Blueprint (11.0%)","Volt Prime Systems (11.0%)","Odonata Prime Wings (2.0%)","Neo","O1","Intact","Volt Prime Blueprint","Forma Blueprint","Odonata Prime Harness","Aklex Prime Blueprint","Volt Prime Systems","Odonata Prime Wings"
"Neo P1 Relic (Intact) ","Ninkondi Prime Blueprint (25.33%)","Paris Prime Lower Limb (25.33%)","Redeemer Prime Blade (25.33%)","Akjagara Prime Receiver (11.0%)","Rubico Prime Stock (11.0%)","Pangolin Prime Blueprint (2.0%)","Neo","P1","Intact","Ninkondi Prime Blueprint","Paris Prime Lower Limb","Redeemer Prime Blade","Akjagara Prime Receiver","Rubico Prime Stock","Pangolin Prime Blueprint"
"Neo P2 Relic (Intact) ","Aksomati Prime Receiver (25.33%)","Braton Prime Stock (25.33%)","Guandao Prime Blade (25.33%)","Forma Blueprint (11.0%)","Titania Prime Blueprint (11.0%)","Pandero Prime Receiver (2.0%)","Neo","P2","Intact","Aksomati Prime Receiver","Braton Prime Stock","Guandao Prime Blade","Forma Blueprint","Titania Prime Blueprint","Pandero Prime Receiver"
"Neo P3 Relic (Intact) ","Lex Prime Blueprint (25.33%)","Panthera Prime Blueprint (25.33%)","Orthos Prime Handle (25.33%)","Astilla Prime Stock (11.0%)","Inaros Prime Chassis (11.0%)","Pangolin Prime Blueprint (2.0%)","Neo","P3","Intact","Lex Prime Blueprint","Panthera Prime Blueprint","Orthos Prime Handle","Astilla Prime Stock","Inaros Prime Chassis","Pangolin Prime Blueprint"
"Neo R1 Relic (Intact) ","Hikou Prime Blueprint (25.33%)","Ankyros Prime Gauntlet (25.33%)","Forma Blueprint (25.33%)","Boltor Prime Receiver (11.0%)","Nyx Prime Chassis (11.0%)","Rhino Prime Blueprint (2.0%)","Neo","R1","Intact","Hikou Prime Blueprint","Ankyros Prime Gauntlet","Forma Blueprint","Boltor Prime Receiver","Nyx Prime Chassis","Rhino Prime Blueprint"
"Neo R2 Relic (Intact) ","Ninkondi Prime Blueprint (25.33%)","Braton Prime Stock (25.33%)","Forma Blueprint (25.33%)","Paris Prime Grip (11.0%)","Tiberon Prime Blueprint (11.0%)","Rubico Prime Blueprint (2.0%)","Neo","R2","Intact","Ninkondi Prime Blueprint","Braton Prime Stock","Forma Blueprint","Paris Prime Grip","Tiberon Prime Blueprint","Rubico Prime Blueprint"
"Neo R3 Relic (Intact) ","Baza Prime Receiver (25.33%)","Limbo Prime Systems (25.33%)","Burston Prime Blueprint (25.33%)","Paris Prime Grip (11.0%)","Ninkondi Prime Chain (11.0%)","Redeemer Prime Handle (2.0%)","Neo","R3","Intact","Baza Prime Receiver","Limbo Prime Systems","Burston Prime Blueprint","Paris Prime Grip","Ninkondi Prime Chain","Redeemer Prime Handle"
"Neo R4 Relic (Intact) ","Aksomati Prime Blueprint (25.33%)","Braton Prime Stock (25.33%)","Mesa Prime Chassis (25.33%)","Corinth Prime Receiver (11.0%)","Ninkondi Prime Chain (11.0%)","Redeemer Prime Handle (2.0%)","Neo","R4","Intact","Aksomati Prime Blueprint","Braton Prime Stock","Mesa Prime Chassis","Corinth Prime Receiver","Ninkondi Prime Chain","Redeemer Prime Handle"
"Neo S1 Relic (Intact) ","Carrier Prime Carapace (25.33%)","Lex Prime Barrel (25.33%)","Soma Prime Blueprint (25.33%)","Trinity Prime Chassis (11.0%)","Forma Blueprint (11.0%)","Saryn Prime Blueprint (2.0%)","Neo","S1","Intact","Carrier Prime Carapace","Lex Prime Barrel","Soma Prime Blueprint","Trinity Prime Chassis","Forma Blueprint","Saryn Prime Blueprint"
"Neo S10 Relic (Intact) ","Saryn Prime Systems (25.33%)","Braton Prime Stock (25.33%)","Lex Prime Blueprint (25.33%)","Nikana Prime Blade (11.0%)","Spira Prime Blade (11.0%)","Saryn Prime Chassis (2.0%)","Neo","S10","Intact","Saryn Prime Systems","Braton Prime Stock","Lex Prime Blueprint","Nikana Prime Blade","Spira Prime Blade","Saryn Prime Chassis"
"Neo S11 Relic (Intact) ","Fang Prime Blade (25.33%)","Bronco Prime Receiver (25.33%)","Hydroid Prime Chassis (25.33%)","Kronen Prime Handle (11.0%)","Forma Blueprint (11.0%)","Stradavar Prime Blueprint (2.0%)","Neo","S11","Intact","Fang Prime Blade","Bronco Prime Receiver","Hydroid Prime Chassis","Kronen Prime Handle","Forma Blueprint","Stradavar Prime Blueprint"
"Neo S12 Relic (Intact) ","Fang Prime Blade (25.33%)","Redeemer Prime Blade (25.33%)","Paris Prime Upper Limb (25.33%)","Wukong Prime Chassis (11.0%)","Mirage Prime Systems (11.0%)","Stradavar Prime Blueprint (2.0%)","Neo","S12","Intact","Fang Prime Blade","Redeemer Prime Blade","Paris Prime Upper Limb","Wukong Prime Chassis","Mirage Prime Systems","Stradavar Prime Blueprint"
"Neo S13 Relic (Intact) ","Saryn Prime Systems (25.33%)","Spira Prime Blueprint (25.33%)","Nikana Prime Blueprint (25.33%)","Cernos Prime Blueprint (11.0%)","Forma Blueprint (11.0%)","Saryn Prime Chassis (2.0%)","Neo","S13","Intact","Saryn Prime Systems","Spira Prime Blueprint","Nikana Prime Blueprint","Cernos Prime Blueprint","Forma Blueprint","Saryn Prime Chassis"
"Neo S14 Relic (Intact) ","Karyst Prime Blueprint (25.33%)","Ninkondi Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Fang Prime Handle (11.0%)","Pangolin Prime Blade (11.0%)","Stradavar Prime Blueprint (2.0%)","Neo","S14","Intact","Karyst Prime Blueprint","Ninkondi Prime Blueprint","Forma Blueprint","Fang Prime Handle","Pangolin Prime Blade","Stradavar Prime Blueprint"
"Neo S2 Relic (Intact) ","Burston Prime Stock (25.33%)","Paris Prime Lower Limb (25.33%)","Nova Prime Systems (25.33%)","Nyx Prime Systems (11.0%)","Paris Prime Upper Limb (11.0%)","Saryn Prime Chassis (2.0%)","Neo","S2","Intact","Burston Prime Stock","Paris Prime Lower Limb","Nova Prime Systems","Nyx Prime Systems","Paris Prime Upper Limb","Saryn Prime Chassis"
"Neo S3 Relic (Intact) ","Soma Prime Barrel (25.33%)","Carrier Prime Blueprint (25.33%)","Burston Prime Receiver (25.33%)","Forma Blueprint (11.0%)","Vasto Prime Blueprint (11.0%)","Spira Prime Blade (2.0%)","Neo","S3","Intact","Soma Prime Barrel","Carrier Prime Blueprint","Burston Prime Receiver","Forma Blueprint","Vasto Prime Blueprint","Spira Prime Blade"
"Neo S5 Relic (Intact) ","Latron Prime Receiver (25.33%)","Ember Prime Neuroptics (25.33%)","Reaper Prime Blueprint (25.33%)","Glaive Prime Disc (11.0%)","Frost Prime Systems (11.0%)","Sicarus Prime Receiver (2.0%)","Neo","S5","Intact","Latron Prime Receiver","Ember Prime Neuroptics","Reaper Prime Blueprint","Glaive Prime Disc","Frost Prime Systems","Sicarus Prime Receiver"
"Neo S6 Relic (Intact) ","Burston Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Trinity Prime Neuroptics (25.33%)","Tigris Prime Receiver (11.0%)","Kavasa Prime Buckle (11.0%)","Silva & Aegis Prime Guard (2.0%)","Neo","S6","Intact","Burston Prime Blueprint","Forma Blueprint","Trinity Prime Neuroptics","Tigris Prime Receiver","Kavasa Prime Buckle","Silva & Aegis Prime Guard"
"Neo S7 Relic (Intact) ","Banshee Prime Neuroptics (25.33%)","Fang Prime Blade (25.33%)","Helios Prime Carapace (25.33%)","Sybaris Prime Receiver (11.0%)","Ballistica Prime Receiver (11.0%)","Silva & Aegis Prime Guard (2.0%)","Neo","S7","Intact","Banshee Prime Neuroptics","Fang Prime Blade","Helios Prime Carapace","Sybaris Prime Receiver","Ballistica Prime Receiver","Silva & Aegis Prime Guard"
"Neo S8 Relic (Intact) ","Forma Blueprint (25.33%)","Bronco Prime Receiver (25.33%)","Hydroid Prime Chassis (25.33%)","Nikana Prime Blueprint (11.0%)","Fragor Prime Blueprint (11.0%)","Spira Prime Pouch (2.0%)","Neo","S8","Intact","Forma Blueprint","Bronco Prime Receiver","Hydroid Prime Chassis","Nikana Prime Blueprint","Fragor Prime Blueprint","Spira Prime Pouch"
"Neo S9 Relic (Intact) ","Akjagara Prime Blueprint (25.33%)","Bronco Prime Blueprint (25.33%)","Mirage Prime Neuroptics (25.33%)","Destreza Prime Blueprint (11.0%)","Forma Blueprint (11.0%)","Silva & Aegis Prime Guard (2.0%)","Neo","S9","Intact","Akjagara Prime Blueprint","Bronco Prime Blueprint","Mirage Prime Neuroptics","Destreza Prime Blueprint","Forma Blueprint","Silva & Aegis Prime Guard"
"Neo T1 Relic (Intact) ","Forma Blueprint (25.33%)","Dual Kamas Prime Blueprint (25.33%)","Burston Prime Blueprint (25.33%)","Banshee Prime Blueprint (11.0%)","Fragor Prime Handle (11.0%)","Tigris Prime Blueprint (2.0%)","Neo","T1","Intact","Forma Blueprint","Dual Kamas Prime Blueprint","Burston Prime Blueprint","Banshee Prime Blueprint","Fragor Prime Handle","Tigris Prime Blueprint"
"Neo T2 Relic (Intact) ","Akbronco Prime Blueprint (25.33%)","Wukong Prime Neuroptics (25.33%)","Fang Prime Blueprint (25.33%)","Dethcube Prime Carapace (11.0%)","Forma Blueprint (11.0%)","Tekko Prime Blade (2.0%)","Neo","T2","Intact","Akbronco Prime Blueprint","Wukong Prime Neuroptics","Fang Prime Blueprint","Dethcube Prime Carapace","Forma Blueprint","Tekko Prime Blade"
"Neo T3 Relic (Intact) ","Redeemer Prime Blade (25.33%)","Braton Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Inaros Prime Chassis (11.0%)","Atlas Prime Chassis (11.0%)","Titania Prime Systems (2.0%)","Neo","T3","Intact","Redeemer Prime Blade","Braton Prime Blueprint","Forma Blueprint","Inaros Prime Chassis","Atlas Prime Chassis","Titania Prime Systems"
"Neo T4 Relic (Intact) ","Braton Prime Stock (25.33%)","Ivara Prime Neuroptics (25.33%)","Forma Blueprint (25.33%)","Astilla Prime Blueprint (11.0%)","Guandao Prime Blueprint (11.0%)","Tenora Prime Receiver (2.0%)","Neo","T4","Intact","Braton Prime Stock","Ivara Prime Neuroptics","Forma Blueprint","Astilla Prime Blueprint","Guandao Prime Blueprint","Tenora Prime Receiver"
"Neo T5 Relic (Intact) ","Aksomati Prime Receiver (25.33%)","Inaros Prime Systems (25.33%)","Braton Prime Barrel (25.33%)","Magnus Prime Receiver (11.0%)","Corinth Prime Receiver (11.0%)","Tenora Prime Barrel (2.0%)","Neo","T5","Intact","Aksomati Prime Receiver","Inaros Prime Systems","Braton Prime Barrel","Magnus Prime Receiver","Corinth Prime Receiver","Tenora Prime Barrel"
"Neo V1 Relic (Intact) ","Nyx Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Dual Kamas Prime Blueprint (25.33%)","Bronco Prime Barrel (11.0%)","Volt Prime Blueprint (11.0%)","Nova Prime Chassis (2.0%)","Neo","V1","Intact","Nyx Prime Blueprint","Forma Blueprint","Dual Kamas Prime Blueprint","Bronco Prime Barrel","Volt Prime Blueprint","Nova Prime Chassis"
"Neo V10 Relic (Intact) ","Braton Prime Receiver (25.33%)","Guandao Prime Blade (25.33%)","Forma Blueprint (25.33%)","Akbronco Prime Link (11.0%)","Inaros Prime Chassis (11.0%)","Volnus Prime Handle (2.0%)","Neo","V10","Intact","Braton Prime Receiver","Guandao Prime Blade","Forma Blueprint","Akbronco Prime Link","Inaros Prime Chassis","Volnus Prime Handle"
"Neo V2 Relic (Intact) ","Fang Prime Handle (25.33%)","Braton Prime Stock (25.33%)","Galatine Prime Blade (25.33%)","Galatine Prime Handle (11.0%)","Forma Blueprint (11.0%)","Vauban Prime Blueprint (2.0%)","Neo","V2","Intact","Fang Prime Handle","Braton Prime Stock","Galatine Prime Blade","Galatine Prime Handle","Forma Blueprint","Vauban Prime Blueprint"
"Neo V3 Relic (Intact) ","Galatine Prime Blade (25.33%)","Paris Prime String (25.33%)","Carrier Prime Systems (25.33%)","Tigris Prime Receiver (11.0%)","Forma Blueprint (11.0%)","Vauban Prime Neuroptics (2.0%)","Neo","V3","Intact","Galatine Prime Blade","Paris Prime String","Carrier Prime Systems","Tigris Prime Receiver","Forma Blueprint","Vauban Prime Neuroptics"
"Neo V4 Relic (Intact) ","Cernos Prime Grip (25.33%)","Tigris Prime Stock (25.33%)","Bronco Prime Receiver (25.33%)","Saryn Prime Neuroptics (11.0%)","Ash Prime Neuroptics (11.0%)","Venka Prime Gauntlet (2.0%)","Neo","V4","Intact","Cernos Prime Grip","Tigris Prime Stock","Bronco Prime Receiver","Saryn Prime Neuroptics","Ash Prime Neuroptics","Venka Prime Gauntlet"
"Neo V5 Relic (Intact) ","Helios Prime Carapace (25.33%)","Paris Prime String (25.33%)","Silva & Aegis Prime Hilt (25.33%)","Forma Blueprint (11.0%)","Burston Prime Barrel (11.0%)","Vauban Prime Neuroptics (2.0%)","Neo","V5","Intact","Helios Prime Carapace","Paris Prime String","Silva & Aegis Prime Hilt","Forma Blueprint","Burston Prime Barrel","Vauban Prime Neuroptics"
"Neo V6 Relic (Intact) ","Burston Prime Stock (25.33%)","Cernos Prime Grip (25.33%)","Forma Blueprint (25.33%)","Mirage Prime Systems (11.0%)","Fragor Prime Handle (11.0%)","Vauban Prime Chassis (2.0%)","Neo","V6","Intact","Burston Prime Stock","Cernos Prime Grip","Forma Blueprint","Mirage Prime Systems","Fragor Prime Handle","Vauban Prime Chassis"
"Neo V7 Relic (Intact) ","Pyrana Prime Barrel (25.33%)","Akbolto Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Banshee Prime Blueprint (11.0%)","Cernos Prime Blueprint (11.0%)","Valkyr Prime Chassis (2.0%)","Neo","V7","Intact","Pyrana Prime Barrel","Akbolto Prime Blueprint","Forma Blueprint","Banshee Prime Blueprint","Cernos Prime Blueprint","Valkyr Prime Chassis"
"Neo V8 Relic (Intact) ","Loki Prime Blueprint (25.33%)","Odonata Prime Harness (25.33%)","Wyrm Prime Blueprint (25.33%)","Bo Prime Handle (11.0%)","Forma Blueprint (11.0%)","Volt Prime Neuroptics (2.0%)","Neo","V8","Intact","Loki Prime Blueprint","Odonata Prime Harness","Wyrm Prime Blueprint","Bo Prime Handle","Forma Blueprint","Volt Prime Neuroptics"
"Neo V9 Relic (Intact) ","Venka Prime Blades (25.33%)","Forma Blueprint (25.33%)","Nyx Prime Blueprint (25.33%)","Cernos Prime Blueprint (11.0%)","Lex Prime Blueprint (11.0%)","Valkyr Prime Chassis (2.0%)","Neo","V9","Intact","Venka Prime Blades","Forma Blueprint","Nyx Prime Blueprint","Cernos Prime Blueprint","Lex Prime Blueprint","Valkyr Prime Chassis"
"Neo Z1 Relic (Intact) ","Paris Prime Blueprint (25.33%)","Nekros Prime Chassis (25.33%)","Orthos Prime Handle (25.33%)","Galatine Prime Handle (11.0%)","Forma Blueprint (11.0%)","Zephyr Prime Blueprint (2.0%)","Neo","Z1","Intact","Paris Prime Blueprint","Nekros Prime Chassis","Orthos Prime Handle","Galatine Prime Handle","Forma Blueprint","Zephyr Prime Blueprint"
"Neo Z2 Relic (Intact) ","Lex Prime Blueprint (25.33%)","Akbolto Prime Blueprint (25.33%)","Braton Prime Stock (25.33%)","Mesa Prime Blueprint (11.0%)","Pyrana Prime Receiver (11.0%)","Zephyr Prime Blueprint (2.0%)","Neo","Z2","Intact","Lex Prime Blueprint","Akbolto Prime Blueprint","Braton Prime Stock","Mesa Prime Blueprint","Pyrana Prime Receiver","Zephyr Prime Blueprint"
"Neo Z3 Relic (Intact) ","Bronco Prime Receiver (25.33%)","Zephyr Prime Neuroptics (25.33%)","Forma Blueprint (25.33%)","Mesa Prime Blueprint (11.0%)","Akjagara Prime Receiver (11.0%)","Zhuge Prime Barrel (2.0%)","Neo","Z3","Intact","Bronco Prime Receiver","Zephyr Prime Neuroptics","Forma Blueprint","Mesa Prime Blueprint","Akjagara Prime Receiver","Zhuge Prime Barrel"
"Neo Z4 Relic (Intact) ","Paris Prime String (25.33%)","Burston Prime Stock (25.33%)","Kronen Prime Blueprint (25.33%)","Forma Blueprint (11.0%)","Redeemer Prime Blueprint (11.0%)","Zephyr Prime Blueprint (2.0%)","Neo","Z4","Intact","Paris Prime String","Burston Prime Stock","Kronen Prime Blueprint","Forma Blueprint","Redeemer Prime Blueprint","Zephyr Prime Blueprint"
"Neo Z5 Relic (Intact) ","Lex Prime Barrel (25.33%)","Burston Prime Stock (25.33%)","Akjagara Prime Blueprint (25.33%)","Aksomati Prime Barrel (11.0%)","Forma Blueprint (11.0%)","Zhuge Prime Barrel (2.0%)","Neo","Z5","Intact","Lex Prime Barrel","Burston Prime Stock","Akjagara Prime Blueprint","Aksomati Prime Barrel","Forma Blueprint","Zhuge Prime Barrel"
"Neo Z6 Relic (Intact) ","Guandao Prime Blade (25.33%)","Paris Prime String (25.33%)","Braton Prime Blueprint (25.33%)","Tipedo Prime Ornament (11.0%)","Titania Prime Neuroptics (11.0%)","Zhuge Prime Barrel (2.0%)","Neo","Z6","Intact","Guandao Prime Blade","Paris Prime String","Braton Prime Blueprint","Tipedo Prime Ornament","Titania Prime Neuroptics","Zhuge Prime Barrel"
"Neo Z7 Relic (Intact) ","Forma Blueprint (25.33%)","Wukong Prime Neuroptics (25.33%)","Atlas Prime Blueprint (25.33%)","Octavia Prime Chassis (11.0%)","Akbronco Prime Link (11.0%)","Zhuge Prime Barrel (2.0%)","Neo","Z7","Intact","Forma Blueprint","Wukong Prime Neuroptics","Atlas Prime Blueprint","Octavia Prime Chassis","Akbronco Prime Link","Zhuge Prime Barrel"
"Neo Z8 Relic (Intact) ","Kronen Prime Blueprint (25.33%)","Chroma Prime Chassis (25.33%)","Braton Prime Stock (25.33%)","Gram Prime Blueprint (11.0%)","Forma Blueprint (11.0%)","Zephyr Prime Systems (2.0%)","Neo","Z8","Intact","Kronen Prime Blueprint","Chroma Prime Chassis","Braton Prime Stock","Gram Prime Blueprint","Forma Blueprint","Zephyr Prime Systems"
"Requiem I Relic (Intact) ","1200x Kuva (25.33%)","Ayatan Amber Star (25.33%)","Riven Sliver (25.33%)","Lohk (11.0%)","Xata (11.0%)","Exilus Weapon Adapter Blueprint (2.0%)","Requiem","I","Intact","1200x Kuva","Ayatan Amber Star","Riven Sliver","Lohk","Xata","Exilus Weapon Adapter Blueprint"
"Requiem Ii Relic (Intact) ","1200x Kuva (25.33%)","Ayatan Amber Star (25.33%)","Riven Sliver (25.33%)","Jahu (11.0%)","Vome (11.0%)","Exilus Weapon Adapter Blueprint (2.0%)","Requiem","II","Intact","1200x Kuva","Ayatan Amber Star","Riven Sliver","Jahu","Vome","Exilus Weapon Adapter Blueprint"
"Requiem Iii Relic (Intact) ","1200x Kuva (25.33%)","Ayatan Amber Star (25.33%)","Riven Sliver (25.33%)","Ris (11.0%)","Fass (11.0%)","Exilus Weapon Adapter Blueprint (2.0%)","Requiem","III","Intact","1200x Kuva","Ayatan Amber Star","Riven Sliver","Ris","Fass","Exilus Weapon Adapter Blueprint"
"Requiem Iv Relic (Intact) ","1200x Kuva (25.33%)","Ayatan Amber Star (25.33%)","Riven Sliver (25.33%)","Netra (11.0%)","Khra (11.0%)","Exilus Weapon Adapter Blueprint (2.0%)","Requiem","IV","Intact","1200x Kuva","Ayatan Amber Star","Riven Sliver","Netra","Khra","Exilus Weapon Adapter Blueprint"
