"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID"
"Celerity","","Running Start","6","PHY","Single enemy","Physical","1.80","Lightning, Wind","1.20","Two single attacks (0.90 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Glory Feast 2019","レイジングスターター","30171221"
"Celerity","","Shifting Flame (Noctis Only)","6","PHY","Single enemy","Physical","3.00","Fire","1.20","Three single attacks (1.00 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","2","10","Power Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Record Boards Launch","シフトフレイム","30171231"
"Celerity","","Icebound","6","PHY","Single enemy","Physical","4.00","Ice","1.20","Five single attacks (0.80 each), removes [Haste]","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Ice Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Whispers in the Wind","アイスバウンド","30171241"
"Celerity","","Ripping Storm","6","PHY","Single enemy","Physical","3.40","Wind","1.20","4/5/6 single attacks (0.85 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Entrusted Pride","リッパーストーム","30171251"
"Celerity","","Blaze Rush (Lightning Only)","6","PHY","Single enemy","Physical","6.60","Lightning, Holy","2.40","Six single ranged attacks (1.10 each), cast time 2.40/2.10/1.80/1.50/1.20 scaling with uses","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Striking Back at Fate","ブレイズラッシュ(ライトニング専用)","30171261"
"Celerity","","Synaptic Net Dive (Shelke Only)","6","PHY","Single enemy","Physical","4.00","Lightning","1.20","Four single attacks (1.00 each), grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","80","2","10","Power Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Transparent Existence","SND(シェルク専用)","30171281"
"Celerity","","Rush Assault (Zack Only)","6","PHY","Single enemy","Physical","6.60","Wind","2.40","Six single attacks (1.10 each), cast time 2.40/2.00/1.60/1.20 scaling with uses","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","6th Anniversary Festival","ハードラッシュ(ザックス専用)","30171271"
"Celerity","","Rage (Gau Only)","6","PHY","Single enemy","Physical","6.60","Wind, Lightning","1.20","Six single attacks (1.10 each), damages the user for 25%/25%/15%/15%/5% max HP scaling with 0/1/2/3/4+ uses","Y","Lowest HP% enemy","80","2","10","Power Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (VI)","あばれる(ガウ専用)","30171291"
"Summoning","","Goblin","1","SUM","Single enemy","Magical","2.70","-","1.80","One single attack (2.70), minimum damage 600","N","Lowest HP% enemy","60","2","6","Minor Summon","6","10","20","40","60","Minor Non-Elemental","3","5","10","20","30","","","","","","","","","","","","","Dungeons Update #1","ゴブリン ","30131001"
"Summoning","","Chocobo","2","SUM","Single enemy","Magical","5.40","-","1.80","One single attack (5.40), minimum damage 1000","N","Lowest HP% enemy","60","2","6","Lesser Summon","10","20","40","60","100","Lesser Non-Elemental","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","チョコボ","30131011"
"Summoning","","Dragon","2","SUM","All enemies","Magical","3.60","-","1.80","One group attack (3.60), minimum damage 600","N","All enemies","60","2","6","Lesser Summon","10","20","40","60","100","Lesser Non-Elemental","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","ドラゴン","30131021"
"Summoning","","Bomb","1","SUM","Single enemy","Magical","2.70","Fire","1.80","One single attack (2.70), minimum damage 600","N","Lowest HP% enemy","55","2","6","Minor Summon","6","10","20","40","60","Lesser Fire","3","5","10","20","30","","","","","","","","","","","","","Dungeons Update #1","ボム","30131031"
"Summoning","","Shiva","3","SUM","All enemies","Magical","5.50","Ice","1.80","Two group attacks (2.75 each), minimum damage 750","N","All enemies","60","2","6","Summon","10","20","40","60","100","Ice","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","シヴァ","30131041"
"Summoning","","Ramuh","3","SUM","All enemies","Magical","5.50","Lightning","1.80","Two group attacks (2.75 each), minimum damage 750","N","All enemies","60","2","6","Summon","10","20","40","60","100","Lightning","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","ラムウ","30131051"
"Summoning","","Ifrit","3","SUM","All enemies","Magical","5.50","Fire","1.80","Two group attacks (2.75 each), minimum damage 750","N","All enemies","60","2","6","Summon","10","20","40","60","100","Fire","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #1","イフリート","30131061"
"Summoning","","Syldra","4","SUM","All enemies","Magical","8.80","Lightning","1.80","Two group attacks (4.40 each), minimum damage 1100","N","All enemies","70","2","6","Greater Summon","10","20","40","60","100","Greater Lightning","6","12","24","36","60","Greater Wind","6","12","24","36","60","","","","","","","Dungeons Update #1","シルドラ","30131071"
"Summoning","","Leviathan","4","SUM","All enemies","Magical","8.80","Water","1.80","Two group attacks (4.40 each), minimum damage 1100","N","All enemies","70","2","6","Greater Summon","10","20","40","60","100","Greater Fire","6","12","24","36","60","Greater Ice","6","12","24","36","60","","","","","","","Dungeons Update #1","リヴァイアサン","30131081"
"Summoning","","Kirin","2","SUM","All allies","","","","1.80","Grants [Low Regen]","N","All allies","60","2","6","Lesser White","6","12","24","36","60","Lesser Summon","10","20","40","60","100","Lesser Holy","6","12","24","36","60","","","","","","","Magitek Facility Infiltration","キリン","30131101"
"Summoning","","Maduin","4","SUM","All enemies","Magical","9.60","NE","1.80","Two group attacks (4.80 each), minimum damage 1100","N","All enemies","75","2","6","Greater Summon","10","20","40","60","100","Greater Non-Elemental","5","10","20","30","50","","","","","","","","","","","","","Magitek Facility Infiltration","マディン","30131121"
"Summoning","","Odin","5","SUM","All enemies","Magical","12.00","NE","1.80","If not resisted, causes [Instant KO] (100%), otherwise, two group attacks (6.00 each), minimum damage 2500, causes [DEF and RES -20%] for 25 seconds","N","All enemies","100","2","6","Major Summon","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Magitek Facility Infiltration","オーディン","30131131"
"Summoning","","Phoenix","4","SUM","All enemies","Magical","8.00","Fire","1.80","One group attack (8.00), minimum damage 2200, removes KO [Raise: 50%] to a random ally with KO","N","All enemies","70","2","6","Greater Summon","5","10","20","30","50","Greater Fire","5","10","20","30","50","Major Fire","1","2","3","4","5","Greater Holy","3","5","10","15","25","Legendary Plunder","フェニックス","30131141"
"Summoning","","Valefor","4","SUM","All enemies","Magical","9.60","NE","1.80","Two group attacks (4.80 each), minimum damage 1100","N","All enemies","75","2","6","Greater Summon","5","10","20","30","50","Greater Non-Elemental","3","5","10","15","25","Greater Wind","5","10","20","30","50","Major Wind","1","2","3","4","5","Operation Mi'ihen","ヴァルファーレ","30131151"
"Summoning","","Carbuncle","4","SUM","All allies","","","","1.80","Grants [Reflect]","N","All allies","75","2","6","Greater Summon","10","20","40","60","100","Greater Holy","5","10","20","30","50","","","","","","","","","","","","","Princess of Alexandria","カーバンクル","30131171"
"Summoning","","Ixion","4","SUM","All enemies","Magical","9.20","Lightning","1.80","Two group attacks (4.60 each), minimum damage 1100","N","All enemies","70","2","6","Greater Summon","5","10","20","30","50","Greater Lightning","5","10","20","30","50","Major Lightning","1","2","3","4","5","Greater Wind","3","5","10","15","25","Marriage of Convenience","イクシオン","30131181"
"Summoning","","Alexander","4","SUM","All enemies","Magical","9.20","Holy","1.80","Two group attacks (4.60 each), minimum damage 1100","N","All enemies","70","2","6","Greater White","3","5","10","15","25","Greater Summon","5","10","20","30","50","Greater Holy","5","10","20","30","50","Major Holy","1","2","3","4","5","A Fateful Coin Toss","アレクサンダー","30131191"
"Summoning","","Quetzalcoatl","4","SUM","All enemies","Magical","8.00","Lightning","1.80","Two group attacks (4.00 each), minimum damage 1100, causes [Paralyze] (16%)","N","All enemies","70","2","6","Greater Summon","5","10","20","30","50","Greater Non-Elemental","3","5","10","15","25","Greater Lightning","5","10","20","30","50","Major Lightning","1","2","3","4","5","To Slay a Sorceress (Reissue)","ケツァクウァトル","30131201"
"Summoning","","Bahamut (V)","5","SUM","All enemies","Magical","16.50","NE","1.80","Three group attacks (5.50 each), minimum damage 2500","N","All enemies","100","2","6","Major Summon","10","20","40","60","100","Major Non-Elemental","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Dungeons Update #8","バハムート","30131211"
"Summoning","","Cactuar","4","SUM","All enemies","","","","1.80","Three group attacks that deal 1000 damage each","N","All enemies","75","2","6","Greater Summon","10","20","40","60","100","Greater Non-Elemental","6","12","24","36","60","Greater Earth","6","12","24","36","60","","","","","","","Festival of Gold 2","サボテンダー","30131221"
"Summoning","","Orthros","4","SUM","Single enemy","Magical","9.60","NE","1.80","Eight single attacks (1.20 each), minimum damage 1000, causes [Blind] (10%)","N","Lowest HP% enemy","75","2","6","Greater Summon","10","20","40","60","100","Greater Ice","6","12","24","36","60","Greater Earth","6","12","24","36","60","","","","","","","Anniversary Celebration","オルトロス","30131231"
"Summoning","","Neo Bahamut","6","SUM","All enemies","Magical","19.20","NE","1.80","Four group attacks (4.80 each), minimum damage 2000, grants [MAG and RES +30% (8s)] to the user","N","All enemies","100","2","6","Summoning Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Neo Bahamut Record","バハムート改","30131232"
"Summoning","","Fat Chocobo","4","SUM","All enemies","Magical","8.80","Earth","1.80","Two group attacks (4.40 each), minimum damage 1100","N","All enemies","70","2","6","Greater Summon","10","20","40","60","100","Greater Fire","6","12","24","36","60","Greater Earth","6","12","24","36","60","","","","","","","Festive Fantasy","デブチョコボ","30131241"
"Summoning","","Noel","4","SUM","All enemies","Magical","8.00","Ice","1.80","Two group attacks (4.00 each), minimum damage 1100, causes [Silence] (17%)","N","All enemies","70","2","6","Greater Summon","10","20","40","60","100","Greater Ice","6","12","24","36","60","Greater Dark","6","12","24","36","60","","","","","","","The Seven Heroes","ノエル","30131291"
"Summoning","","Titan","5","SUM","All enemies","Magical","15.00","Earth","1.80","Three group attacks (5.00 each), minimum damage 2500","N","All enemies","75","2","6","Major Summon","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","","","","","","","Reclaiming the Skies","タイタン","30131301"
"Summoning","","Valigarmanda","6","SUM","All enemies","Magical","16.50","Fire, Ice, Lightning","1.65","Three group attacks (5.50 each), minimum damage 2000","N","All enemies","90","2","6","Summoning Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Valigarmanda Record","ヴァリガルマンダ","30131311"
"Summoning","","Bahamut","5","SUM","All enemies","Magical","5.00","NE","1.80","One group attack (5.00), minimum damage 5500","N","All enemies","65","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","Anniversary Celebration 2","-","30131091"
"Summoning","","Ultima Weapon","5","SUM","All enemies","Magical","15.00","Dark","1.80","Three group attacks (5.00 each), minimum damage 2500","N","All enemies","75","2","6","Major Summon","10","20","40","60","100","Major Non-Elemental","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Ward of the Four Crystals","アルテマウェポン","30131321"
"Summoning","","Tiamat","5","SUM","All enemies","Magical","18.00","Wind","1.80","1/2/3 group attacks (6.00 each) at 550/900 MAG, minimum damage 2500","N","All enemies","75","2","6","Major White","6","12","24","36","60","Major Summon","10","20","40","60","100","Major Wind","6","12","24","36","60","","","","","","","Lady of the Vortex","ティアマット","30131331"
