Realm,Character,Img,Name,Tier,Type,Target,Formula,Multiplier,Element,Time,Effects,Counter,Auto Target,Points,Soulbreak Bonus,Relic,Name (JP),ID
V,Bartz,,Light of the Four,BSB,PHY,Single enemy,Physical,7.98,-,2.75,"Six single attacks (1.33 each), grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Ragnarok (V),4色の輝き,20400006.0
V,Bartz,,Choco Romp,SB,PHY,All enemies,Physical,4.15,Wind,2.5,"Five group ranged attacks (0.83 each), grants Attach Wind to the user",N,All enemies,500,,Bartz's Cloak (V),風と相棒の舞,20400007.0
V,Bartz,,Hand of the Crystals,OSB,PHY,Single enemy,Physical,10.00,"Wind, Water, Fire, Earth",2.5,One single ranged attack (10.00) capped at 99999,N,Lowest HP% enemy,500,ATK +10,Apocalypse (V),クリスタルの導き,20400008.0
V,Bartz,,Woken Water,BSB,PHY,Single enemy,Physical,6.64,"Water, NE",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Water and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Grand Helm (V),水のかけらに眠りし心,20400009.0
V,Bartz,,Chosen Traveler,USB,PHY,Single enemy,Physical,7.00,"Wind, Water, Fire, Earth",2.5,"Ten single attacks (0.70 each), grants EX: Spellblade Barrage to the user",N,Lowest HP% enemy,500,"ATK +10, SPD +5",Chicken Knife (V),四晶に呼ばれし旅人,20400010.0
V,Bartz,,Latent Power,BSB,PHY,Single enemy,Physical,6.64,"Earth, NE",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Earth and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Great Sword (V),土のかけらに宿りし力,20400011.0
V,Bartz,,Call of the Wind,BSB,PHY,Single enemy,Physical,6.64,"Wind, NE",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Wind and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Gladius (V),風のかけらに導かれし魂,20400012.0
V,Bartz,,Call of the Flame,BSB,PHY,Single enemy,Physical,6.64,"Fire, NE",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Fire and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Bartz's Guise (V),火のかけらに灯りし志,20400013.0
V,Bartz,,Crystals' Chosen,USB,PHY,Single enemy,Physical,6.90,"Wind, Water, Fire, Earth",2.5,"Ten single attacks (0.69 each), grants EX: Crystal Might to the user",N,Lowest HP% enemy,500,ATK +10,Zwill Crossblade (V),四晶に選ばれし戦士,20400014.0
V,Bartz,,Master Spellblade,Glint,NAT,Self,,,,0.01,Grants Spellblade High Quick Cast and Spellblade Rank Boost,N,Self,250,ATK +10,Bartz's Bracers (V),ジョブマスター魔法剣士,20400015.0
V,Bartz,,Crystalline Focus,AOSB,PHY,Single enemy,Physical,24.00,"Wind, Water, Fire, Earth",2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Man-Eater (V),集いしクリスタルの心,20400016.0
V,Bartz,,Essence of Wind,USB,PHY,Single enemy,Physical,7.10,"Wind, NE",2.5,"Ten single attacks (0.71 each), grants Attach Wind and EX: Essence of Wind to the user",N,Lowest HP% enemy,500,ATK +10,Hammerhead (V),風の心「探求」,20400017.0
V,Bartz,,Tetra Spellblade,AASB,PHY,Single enemy,Physical,9.00,"Fire, Water, Wind, Earth, NE",2.5,"Fifteen single attacks (0.60 each), grants Major Buff Fire, Major Buff Water, Major Buff Wind, Major Buff Earth, Awoken Spellblade, Damage Cap +10000 and Barrage Master Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Freelancer Bartz's Guise (V),マスター魔法剣・四光,20400018.0
V,Bartz,,Wind Awakening,AASB,PHY,Single enemy,Physical,9.00,"Wind, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Wind, Awoken Flash Wind, Damage Cap +10000 and Wind's Intuition Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Ultima Weapon (V),風のめざめ,20400020.0
V,Faris,,Master of the Sea,Default,PHY,All enemies,Physical,1.00,Water,3.0,One group ranged attack (1.00),Y,All enemies,500,,-,海の覇者,20930001.0
V,Faris,,Kindred Spirit,SB,PHY,All enemies,Physical,3.50,-,3.0,"One group ranged attack (3.50), DEF and RES -40% for 25 seconds",N,All enemies,500,,Aevis Killer (V),相棒の魂,20930002.0
V,Faris,,Sea Lord's Broadside,SB,PHY,All enemies,Physical,4.04,-,3.0,"Four group ranged attacks (1.01 each), ATK and MAG -40% for 25 seconds",N,All enemies,500,,Yoichi's Bow (V),海王の砲撃,20930003.0
V,Faris,,Sylph Force,SSB,PHY,Random enemies,Physical,7.80,-,3.0,"Six random ranged attacks (1.30 each), grants Physical Blink 1 to all allies",N,Random enemies,500,ATK +10,Idol of Might (V),シルフフォーゼ,20930004.0
V,Faris,,Beryl Serpent,BSB,PHY,Single enemy,Physical,7.50,-,2.5,"Five single ranged attacks (1.50 each), ATK, DEF, MAG and RES -40% for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Artemis Bow (V),蒼き海竜,20930005.0
V,Faris,,Serpent's Gale,SSB,PHY,All enemies,Physical,5.84,"Wind, Lightning",2.5,"Four group ranged attacks (1.46 each), causes Imperil Wind 20% for 25 seconds",N,All enemies,500,ATK +10,Faris's Bracers (V),海竜の暴風,20930006.0
V,Faris,,Phantom,USB,PHY,All enemies,Physical,7.74,-,2.5,"Six group attacks (0.78~1.29 each scaling with targets), ATK, DEF, MAG, RES and MND -30% for 25 seconds, causes Stun (100%)",N,All enemies,500,ATK +10,Faris's Longcoat (V),フェーンファントム,20930007.0
V,Faris,,Pirate Princess,USB,PHY,Random enemies,Physical,7.38,"Wind, NE",2.5,"Nine random ranged attacks (0.82 each), causes Imperil Wind 20% for 25 seconds, ATK, MAG and MND -50% for 25 seconds",N,Random enemies,500,ATK +10,Fairy Bow (V),真の名はサリサ,20930008.0
V,Faris,,Landlubber Lambast,BSB,PHY,Single enemy,Physical,5.20,"Wind, Fire",0.01,"Eight single ranged attacks (0.65 each), ATK and DEF -50% for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Perseus Bow (V),おれたちゃ海賊,20930009.0
V,Faris,,Pirate Storm,USB,PHY,Single enemy,Physical,7.10,"Wind, NE",2.5,"Ten single attacks (0.71 each), causes Imperil Wind 20% for 25 seconds, grants Pirate's Steel Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Force Shield (V),パイレーツストーム,20930010.0
V,Faris,,Essence of Flame,USB,PHY,Random enemies,Physical,6.00,"Fire, Wind",0.01,"Ten random ranged attacks (0.60 each), ATK and DEF -40% for 25 seconds, grants Thief +30% Boost and Brave Mode to the user",N,Random enemies,500,ATK +10,Hunting Bow (V),炎の心「勇気」,20930011.0
V,Faris,,Faithful Sea Dog,Glint,PHY,All enemies,Physical,2.64,"Wind, Fire",0.01,"Six group ranged attacks (0.44 each), ATK and MAG -40% for 15 seconds",N,All enemies,250,ATK +10,Rune Armlet (V),信頼集める海賊の長,20930012.0
V,Faris,,Eternal Bond,CSB,NAT,All allies,,,,2.5,"Activates Wind Chain (max 150, field +50%), ATK +50% for 25 seconds",N,All allies,500,ATK +10,Windslash Bow (V),永遠の絆,20930013.0
V,Faris,,Pirate Brave,AASB,PHY,Single enemy,Physical,9.00,"Wind, Fire, NE",2.5,"Fifteen single ranged attacks (0.60 each), causes Imperil Wind 20% and Imperil Fire 20% for 25 seconds, grants Awoken Thief, Damage Cap +10000, Twin Element Mode and Twin Anchor Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Leviathan's Bow (V),パイレーツブレイブ,20930015.0
V,Faris,,Azure Bow,AOSB,PHY,Single enemy,Physical,19.00,"Wind, Fire",2.5,"Twenty single ranged attacks (0.55 each), followed by one single attack (8.00) capped at 99999",N,Lowest HP% enemy,750,ATK +10,Sagittarius (V),蒼炎の弩,20930016.0
V,Faris,,Syldra's Blessing,Glint+,NAT,Self,,,,0.01,Grants Soul Break Gauge +500,N,Self,0,ATK +10,Freelancer Faris's Guise (V),シルドラの恵み,20930017.0
V,Dorgann,,Shirahadori,Default,NAT,Single enemy,,,,2.5,"DEF -15% for 25 seconds, ATK +15% to the user for 25 seconds",N,Random enemy without status,500,,-,白刃取り,22510002.0
V,Dorgann,,Winds of Home,SSB,PHY,Random enemies,Physical,7.68,Wind,2.5,"Six random attacks (1.28 each), DEF -30% to the user for 25 seconds, ATK and MAG +30% to all allies for 25 seconds",N,Random enemies,500,ATK +10,Dorgann's Blade (V),はるかなる故郷,22510001.0
V,Dorgann,,Uncharted Lands,BSB,NAT,All enemies,,,,2.5,"Causes Imperil Earth 20% for 25 seconds, ATK and DEF +30% to all allies for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Dorgann's Redoubt (V),未知なる大地,22510003.0
V,Dorgann,,Brotherhood of the Dawn,USB,PHY,Single enemy,Physical,7.10,"Earth, Wind",2.5,"Ten single attacks (0.71 each), DEF +100% to the user for 25 seconds, grants Attach Earth and Sandwind Blade Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Falchion (V),暁の絆,22510004.0
V,Dorgann,,Last Word,Glint,NAT,Self,,,,0.01,Grants Knight High Quick Cast and Knight Rank Boost,N,Self,250,ATK +10,Dorgann's Armguard (V),留まりし者の覚悟,22510005.0
V,Dorgann,,Power for Inheritance,AASB,PHY,Single enemy,Physical,9.00,"Earth, Wind, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Earth, Damage Cap +10000, Awoken Earth and Second Home Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Break Blade (V),息子へと受け継がれし力,22510006.0
V,Dorgann,,Protector of Two Worlds,AOSB,PHY,Single enemy,Physical,24.00,"Earth, Wind",2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Crystal Sword (V),二つの世界の守護者,22510007.0
V,Exdeath,,Black Hole,Default,NAT,Single enemy,Magical,2.00,-,3.0,One single attack (2.00),N,Lowest HP% enemy,500,,-,ブラックホール,22080001.0
V,Exdeath,,Grand Cross,SB,NAT,All enemies,Magical,9.48,-,3.0,"Four group attacks (2.37 each), grants High Runic to the user for 25 seconds",N,All enemies,500,,Moore Branch (V),グランドクロス,22080002.0
V,Exdeath,,Dark Earth Shaker,SB,BLK,Single enemy,Magical,11.79,Dark,2.5,"Three single attacks (3.93 each), grants Attach Dark to the user",N,Lowest HP% enemy,500,,Ghido's Whisker (V),ダークアースシェイカー,22080003.0
V,Exdeath,,Neo Almagest,SSB,BLK,All enemies,Magical,14.20,Dark,3.0,"Four group attacks (3.55 each), grants Magical Blink 1 to all allies",N,All enemies,500,MAG +10,Exdeath's Cuirass (V),ネオアルマゲスト,22080004.0
V,Exdeath,,Power of the Void,SSB,BLK,Single enemy,Magical,17.58,"Dark, NE",2.5,"Six single attacks (2.93 each), MAG and RES +30% to all allies for 25 seconds",N,Lowest HP% enemy,500,MAG +10,Enuo's Scourge (V),無の力,22080005.0
V,Exdeath,,Neo Black Hole,BSB,BLK,All enemies,Magical,11.94,"Dark, NE",2.5,"Six group attacks (1.99 each), causes Imperil Dark 20% for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,MAG +10,Demon's Rod (V),ネオブラックホール,22080006.0
V,Exdeath,,Neo Grand Cross,USB,BLK,All enemies,Magical,13.92,"Dark, NE",2.5,"Six group attacks (2.32 each), MAG and MND +30% to all allies for 25 seconds, grants High Runic to the user",N,All enemies,500,MAG +10,Whale Whisker (V),ネオグランドクロス,22080007.0
V,Exdeath,,Delta Hole,USB,BLK,Random enemies,Magical,16.40,Dark,2.5,"Ten random attacks (1.64 each), causes Imperil Dark 20% for 25 seconds, grants Quick Cast and Brave Mode to the user",N,Random enemies,500,MAG +10,Santalum Robe (V),デルタホール,22080008.0
V,Exdeath,,Dimensional Void,AOSB,BLK,Single enemy,Magical,79.50,"Dark, Holy",2.5,Three single attacks (26.50 each) capped at 99999,N,Lowest HP% enemy,750,MAG +10,Deathbringer (V),ディメンションホール,22080009.0
V,Exdeath,,Balance of Power,USB,BLK,Single enemy,Magical,17.00,"Dark, Holy",2.5,"Ten single attacks (1.70 each), MAG, RES and MND +30% to the user for 25 seconds, grants Major Buff Holy/Dark and Delta Magic Follow-Up to the user",N,Lowest HP% enemy,500,MAG +10,Root of Evil I (V),黒と白の法則転換,22080010.0
V,Exdeath,,Orbital Power,Glint,NAT,Self,,,,0.01,"Grants Attach Dark Stacking, Attach Dark, Last Stand and Magical Quick Cast 1",N,Self,250,MAG +10,Doom Mace (V),オービットパワー,22080011.0
V,Krile,,Calm,Default,NAT,Single enemy,,,,3.0,ATK -30% for 25 seconds,N,Random enemy without status,500,,-,なだめる,20940001.0
V,Krile,,Wind Drake's Roar,SB,SUM,All enemies,Magical,7.60,-,3.0,"One group attack (7.60), causes Stun (100%)",N,All enemies,500,,Magus Rod (V),飛竜の咆哮,20940002.0
V,Krile,,Heaven Arc,SB,NAT,Single enemy,Magical,11.80,-,3.0,"Five single attacks (2.36 each), causes Sap (15%) and Sleep (15%)",N,Lowest HP% enemy,500,,Brynhildr (V),ヘブンズアーク,20940003.0
V,Krile,,Unspoken Bond,SSB,SUM,Single enemy,Magical,17.84,-,3.0,"Eight single attacks (2.23 each), grants Magical Quick Cast 3 to all allies",N,Random enemy,500,MAG +10,Beast Killer (V),心を通わす者,20940004.0
V,Krile,,Sheepsong,SSB,NAT,All allies,,,,2.5,"Grants Haste and High Regen, MAG +30% for 25 seconds",N,All allies,500,MAG +10,Fire Lash (V),ひつじのうた,20940005.0
V,Krile,,Tomorrow's Promise,BSB,BLK,All enemies,Magical,11.94,"Fire, NE",2.5,"Six group attacks (1.99 each), grants Haste, Attach Fire and Burst Mode to the user",N,All enemies,500,MAG +10,Asura's Rod (V),いつの日かきっと,20940006.0
V,Krile,,Meteoric Assault,OSB,BLK,Single enemy,Magical,38.00,"Fire, NE",2.5,One single attack (38.00~44.00 scaling with Fire attacks used) capped at 99999,N,Lowest HP% enemy,500,MAG +10,Stardust Rod (V),いんせき大突撃,20940007.0
V,Krile,,Unbroken Chain,CSB,BLK,Single enemy,Magical,17.93,Fire,2.5,"Activates Fire Chain (max 99, field +20%), eleven single attacks (1.63 each), grants Quick Cast 2 to all allies",N,Lowest HP% enemy,500,MAG +10,Red Scorpion (V),想いつなぐ者,20940008.0
V,Krile,,Cleansing,USB,BLK,Single enemy,Magical,17.00,"Fire, NE",2.5,"Ten single attacks (1.70 each), MAG and RES +30% to the user for 25 seconds, grants Attach Fire and Dance of the Flame Follow-Up to the user",N,Lowest HP% enemy,500,MAG +10,Sleipnir Tail (V),てんちほうかい,20940009.0
V,Krile,,Brimstone,BSB,BLK,Single enemy,Magical,15.04,"Fire, NE",2.5,"Eight single attacks (1.88 each), causes Imperil Fire 20% for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Black Robe (V),ごうかのせんこく,20940010.0
V,Krile,,Raging Hellfire,AOSB,SUM,Single enemy,Magical,62.90,Fire,2.5,"Twenty single attacks (1.82 each), followed by one single attack (26.50) capped at 99999",N,Lowest HP% enemy,750,MAG +10,Beastmaster's Guise (V),ちょう・じごくのかえん,20940011.0
V,Krile,,Kindred Flame,USB,BLK,Single enemy,Magical,17.30,Fire,2.5,"Ten single attacks (1.73 each), grants Attach Fire, Quick Cast and Brave Mode to the user",N,Lowest HP% enemy,500,MAG +10,Queen's Whip (V),絆の灯火,20940012.0
V,Krile,,Boundless Love,Glint,NAT,Self,,,,0.01,"Grants Attach Fire Stacking, Attach Fire and High Quick Cast 2",N,Self,250,MAG +10,Dragon Whisker (V),限りなき愛情,20940013.0
V,Krile,,Gift of Hope,USB,BLK,Single enemy,Magical,17.00,"Earth, NE",2.5,"Ten single attacks (1.70 each), grants Attach Earth, Quick Cast 1, Earth Quick Cycle and Inherited Essence Follow-Up to the user",N,Lowest HP% enemy,500,MAG +10,Gaia Rod (V),託されし心「希望」,20940014.0
V,Krile,,Cloud of Dust,Glint,NAT,Self,,,,0.01,"Grants Attach Earth Stacking, Attach Earth and High Quick Cast 2",N,Self,250,MAG +10,Seraphim's Mace (V),すなけむり,20940015.0
V,Krile,,Dearest Friends,CSB,NAT,All allies,,,,2.5,"Activates V Chain (max 150, field +50%), grants Haste, ATK and MAG +30% for 25 seconds",N,All allies,500,MAG +10,Reginleif (V),しんあいなるものたち,20940017.0
V,Xezat,,Blizzaga Twinstrike,Default,PHY,Single enemy,Physical,1.40,Ice,2.5,Two single attacks (0.70 each),N,Lowest HP% enemy,500,,-,連続ブリザガ剣,23160004.0
V,Xezat,,Spellstrike Rimebolt,USB,PHY,Single enemy,Physical,7.10,"Ice, Lightning",2.5,"Ten single attacks (0.71 each), grants Quick Cast 1, Attach Ice and Spellblade Rank Boost to the user",N,Lowest HP% enemy,500,ATK +10,Xezat's Blade (V),魔法剣絶技・凍雷斬,23160001.0
V,Xezat,,Spellstorm Frostclash,BSB,PHY,Random enemies,Physical,6.32,"Ice, Lightning",2.5,"Eight random attacks (0.79 each), causes Imperil Ice 20% for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Xezat's Helm (V),魔法剣技・轟氷閃,23160002.0
V,Xezat,,Spellsword Iceshock,SSB,PHY,Single enemy,Physical,7.92,"Ice, Lightning",2.5,"Six single attacks (1.32 each), smart ether 1 to all allies",N,Lowest HP% enemy,500,ATK +10,Defender (V),魔法剣術・砕凍雷,23160003.0
V,Xezat,,Crew's Unison Strike,AASB,PHY,Single enemy,Physical,9.00,"Ice, Earth, Lightning, NE",2.5,"Fifteen single attacks (0.60 each), grants Major Buff Ice, Major Buff Earth, Major Buff Lightning, Awoken Spellblade, Damage Cap +10000 to the user, grants 50% Critical to all allies, grants High Quick Cast 1/High Quick Cast 2/Extended 100% Critical, Critical Damage +50% and High Quick Cast 2 if 1/2/3 of Kelger, Galuf or Dorgann are alive to all allies",N,Lowest HP% enemy,500,ATK +10,Morning Star (V),船団一斉攻撃,23160005.0
V,Xezat,,Spellmight Blitzshard,AOSB,PHY,Single enemy,Physical,24.00,"Ice, Earth, Lightning",2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Freezing Blade (V),魔法剣奥義・塊氷閃,23160006.0
V,Kelger,,Lupine Fang,Default,PHY,Single enemy,Physical,1.28,-,2.5,"Two single attacks (0.64 each), grants Physical Blink 1 to the user",N,Lowest HP% enemy,500,,-,ルパインファング,23170004.0
V,Kelger,,Lupine Attack,USB,PHY,Single enemy,Physical,7.10,"Earth, Wind",2.5,"Ten single attacks (0.71 each), grants Physical Blink 1, Ninja Rank Boost and Lupine Chase Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Kelger's Blade (V),ルパインアタック,23170001.0
V,Kelger,,Sonic Swiftness,BSB,PHY,Single enemy,Physical,6.64,"Earth, Wind",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Earth and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Avenger (V),スピードソニック,23170002.0
V,Kelger,,Lupine Howl,SSB,NAT,All allies,,,,0.01,"Restores HP for 40% of the target's maximum HP, grants Physical Blink 1",N,All allies,500,ATK +10,Kelger's Guise (V),ルパインハウリング,23170003.0
V,Kelger,,Lupine Boost,AOSB,PHY,Single enemy,Physical,19.00,Earth,2.5,"Twenty single attacks (0.55 each), followed by one single attack (8.00) capped at 99999",N,Lowest HP% enemy,750,ATK +10,Organyx (V),ルパインブースト,23170005.0
V,Kelger,,Wolf Howl,Glint,PHY,Single enemy,Physical,3.12,"Earth, NE",0.01,"Six single attacks (0.52 each), grants Attach Earth Stacking and Attach Earth to the user",N,Lowest HP% enemy,250,ATK +10,Hero's Shield (V),狼の咆哮,23170006.0
V,Kelger,,True Lupine Attack,AASB,PHY,Single enemy,Physical,9.00,"Earth, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Earth, Awoken Ninja, Damage Cap +10000 and Lupine Pulse Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Lupine Blade (V),真・ルパインアタック,23170007.0
V,Kelger,,Lupine Ferocity,Glint+,NAT,Self,,,,0.01,"Grants Attach Earth Stacking, Attach Earth and Instant Cast 1",N,Self,0,ATK +10,Koga Blade (V),狼の猛威,23170008.0
VI,Terra,,Trance Attack,Default,PHY,Single enemy,Physical,1.75,-,2.75,One single ranged attack (1.75),Y,Lowest HP% enemy,500,,-,トランス・アタック,20100001.0
VI,Terra,,Trance Fira,SB,BLK,All enemies,Magical,7.17,Fire,3.0,One group attack (7.17),Y,All enemies,500,,Enhancer (VI),トランス・ファイラ,20100002.0
VI,Terra,,Trance Flood,SB,BLK,All enemies,Magical,7.25,Water,3.0,"One group attack (7.25), MAG +20% to the user for 25 seconds",Y,All enemies,500,,Minerva Bustier (VI),トランス・フラッド,20100003.0
VI,Terra,,Magitek Missile,SSB,NAT,Single enemy,Magical,18.00,-,3.0,Ten single attacks (1.80 each),N,Lowest HP% enemy,500,MAG +10,Maduin's Horn (VI),魔導ミサイル,20100004.0
VI,Terra,,Blood of Espers,BSB,BLK,All enemies,Magical,14.40,-,2.75,"Five group attacks (2.88 each), grants Haste and Burst Mode to the user",N,All enemies,500,MAG +10,Stardust Rod (VI),幻獣の血,20100005.0
