"Name","Realm","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Effect","Character","Soul Break","Legend Materia","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL","Season","Group","Random Passive Effects"
"Heavy Lance","II","Spear","","","5","20","147","0","68","0","0","95","0","","Gordon","","Ascendant Prince","5","20","112","","45","","","95","","7","30","164","","80","","","95","","21006094","✓","","",""
"Mythril Spear","II","Spear","","","5","20","147","0","0","0","0","95","0","","Firion","","Defying Oppression","5","20","112","","","","","95","","7","30","164","","","","","95","","21006134","✓","","",""
"Gungnir","III","Spear","","","5","20","131","0","0","0","0","95","0","Wind damage +20%","Luneth","Eternal Wind","","5","20","96","","","","","95","","7","30","148","","","","","95","","21006015","✓","","",""
"Blood Lance","IV","Spear","","","5","20","112","0","0","0","0","95","0","","Kain","Lancet","","5","20","79","","","","","95","","7","30","128","","","","","95","","21006011","✓","","",""
"Wind Spear","IV","Spear","","","5","20","101","0","0","0","0","95","0","","-","Slowing Strike","","5","20","68","","","","","95","","7","30","118","","","","","95","","21006025","✓","","",""
"Gungnir","IV","Spear","","","5","20","118","0","0","0","0","95","0","","Kain","Gungnir","","5","20","83","","","","","95","","7","30","136","","","","","95","","21006022","✓","","",""
"Wyvern Lance","IV","Spear","","","5","20","127","0","0","0","0","95","0","","Kain","Rising Drive","","5","20","92","","","","","95","","7","30","144","","","","","95","","21006033","✓","","",""
"Wyvern Gae Bolg","IV","Spear","","","5","20","129","0","0","0","0","95","0","","Kain","Unmatched Triple Assault","","5","20","94","","","","","95","","7","30","146","","","","","95","","21006071","","","",""
"Abel's Lance","IV","Spear","","","5","20","130","0","0","0","0","95","0","Lightning damage +20%","Kain","Dragoon's Pride","","5","20","96","","","","","95","","7","30","147","","","","","95","","21006072","✓","","",""
"Heavy Lance","V","Spear","","","5","20","101","0","0","0","0","95","0","","-","Helmsplitter","","5","20","68","","","","","95","","7","30","118","","","","","95","","21006014","✓","","",""
"Partisan","V","Spear","","","5","20","108","0","0","0","0","95","0","","-","Somnolent Strike","","5","20","75","","","","","95","","7","30","125","","","","","95","","21006039","✓","","",""
"Longinus","V","Spear","","","5","20","147","0","0","0","0","95","0","","Faris","","Rabble Wrangler","5","20","112","","","","","95","","7","30","164","","","","","95","","21006060","✓","","",""
"Golden Spear","VI","Spear","","","5","20","106","0","0","0","0","95","0","","","","","5","20","73","","","","","95","","7","30","123","","","","","95","","21006012","✓","","",""
"Partisan","VI","Spear","","","5","20","112","0","0","0","0","95","0","","Edgar","Bioblaster","","5","20","79","","","","","95","","7","30","128","","","","","95","","21006032","✓","","",""
"Holy Lance","VI","Spear","","","5","20","93","0","0","0","103","95","0","","Mog","Sunbath","","5","20","60","","","","70","95","","7","30","110","","","","120","95","","21006038","✓","","",""
"Drill","VI","Spear","","","5","20","118","20","0","0","0","95","0","","Edgar","Drill","","5","20","83","20","","","","95","","7","30","136","20","","","","95","","21006050","✓","","",""
"Chainsaw","VI","Spear","","","5","20","125","0","0","0","0","95","0","Chance to cause Instant KO","Edgar","Chainsaw","","5","20","90","","","","","95","","7","30","142","","","","","95","","21006059","✓","","",""
"Longinus","VI","Spear","","","5","20","147","0","0","0","0","95","0","","Edgar","Trifecta Drill","","5","20","112","","","","","95","","7","30","164","","","","","95","","21006056","✓","","",""
"Gungnir","VI","Spear","","","5","20","89","0","0","0","145","95","0","","Mog","","Dancing Death","5","20","62","","","","112","95","","7","30","102","","","","161","95","","21006061","✓","","",""
"Trident","VII","Spear","","","5","20","116","0","0","0","0","95","0","","Cid (VII)","Dynamite","","5","20","81","","","","","95","","7","30","134","","","","","95","","21006028","✓","","",""
"Pole Axe","VII","Spear","","","5","20","122","0","0","0","0","95","0","Chance to cause Confuse","Cid (VII)","Hyper Jump","","5","20","87","","","","","95","","7","30","139","","","","","95","","21006046","✓","","",""
"Partisan","VII","Spear","","","5","20","126","0","0","0","0","95","0","","Cid (VII)","Dragon","","5","20","91","","","","","95","","7","30","143","","","","","95","","21006054","✓","","",""
"Javelin","VII","Spear","","","5","20","132","0","0","0","0","95","0","","Cid (VII)","Pilot's Steel","","5","20","97","","","","","95","","7","30","149","","","","","95","","21006073","✓","","",""
"Viper Halberd","VII","Spear","","","5","20","135","0","0","0","0","95","0","","Cid (VII)","Dragon Dive","","5","20","100","","","","","95","","7","30","152","","","","","95","","21006062","✓","","",""
"Heavy Lance (CC)","VII","Spear","","","5","20","147","0","0","0","0","95","0","","Angeal","","Beating Wings","5","20","112","","","","","95","","7","30","164","","","","","95","","21006124","✓","","",""
"Spear (DoC)","VII","Spear","","","5","20","139","0","0","0","0","95","0","Lightning damage +20%","Shelke","Synaptic Net Dive","","5","20","104","","","","","95","","7","30","156","","","","","95","","21006093","✓","","",""
"Slash Lance (DoC)","VII","Spear","","","5","20","143","0","0","0","0","95","0","","Shelke","","Edge of Eternity","5","20","108","","","","","95","","7","30","160","","","","","95","","21006098","✓","","",""
"Partisan (DoC)","VII","Spear","","","5","20","147","0","0","0","0","95","0","","Shelke","Technical Defense","","5","20","112","","","","","95","","7","30","164","","","","","95","","21006114","✓","","",""
"Radiant Lance","VII","Spear","","","5","20","147","0","0","0","0","95","0","","Cid (VII)","","Spacefarer","5","20","112","","","","","95","","7","30","164","","","","","95","","21006085","✓","","",""
"Slash Lance","VII","Spear","","","5","20","147","0","0","0","0","95","0","","Cid (VII)","Cleared for Takeoff!","","5","20","112","","","","","95","","7","30","164","","","","","95","","21006045","✓","","",""
"Harpoon","VIII","Spear","","","5","20","142","0","0","0","0","95","0","","Ward","Massive Anchor","","5","20","107","","","","","95","","7","30","159","","","","","95","","21006099","✓","","",""
"Needle Fork","IX","Spear","","","5","20","119","0","67","0","0","95","0","Chance to cause Petrify","Quina","Mighty Guard (IX)","","5","20","84","","42","","","95","","7","30","136","","80","","","95","","21006034","✓","","",""
"Partisan","IX","Spear","","","5","20","122","0","0","0","0","95","0","","Freya","Dragon Breath","","5","20","87","","","","","95","","7","30","139","","","","","95","","21006053","✓","","",""
"Bistro Fork","IX","Spear","","","5","20","127","0","71","0","0","95","0","Chance to cause Sleep","Quina","Angel's Snack","","5","20","92","","53","","","95","","7","30","144","","80","","","95","","21006063","✓","","",""
"Trident","IX","Spear","","","5","20","130","0","0","0","0","95","0","Chance to cause Blind","Freya","Six Dragons","","5","20","95","","","","","95","","7","30","147","","","","","95","","21006074","✓","","",""
"Heavy Lance","IX","Spear","","","5","20","133","0","0","0","0","95","0","Chance to cause Stop","Freya","Dragon's Crest","","5","20","98","","","","","95","","7","30","150","","","","","95","","21006069","✓","","",""
"Silver Fork","IX","Spear","","","5","20","147","0","68","0","0","95","0","Chance to cause Slow","Quina","","Qu Vigilance","5","20","112","","45","","","95","","7","30","164","","80","","","95","","21006051","✓","","",""
"Silver Knife","IX","Spear","","","5","20","147","0","68","0","62","95","0","","Quina","Angel's Banquet","","5","20","112","","45","","45","95","","7","30","164","","80","","70","95","","21006101","✓","","",""
"Obelisk","IX","Spear","","","5","20","147","0","0","0","0","95","0","","Freya","","Woman of Courage","5","20","112","","","","","95","","7","30","164","","","","","95","","21006087","✓","","",""
"Ice Lance","IX","Spear","","","5","20","147","0","0","0","0","95","0","","Freya","","Astounding Leap","5","20","112","","","","","95","","7","30","164","","","","","95","","21006064","✓","","",""
"Needle Knife","IX","Spear","","","5","20","147","0","0","0","68","95","0","","Quina","Delta Def-Less","","5","20","112","","","","45","95","","7","30","164","","","","80","95","","21006080","✓","","",""
"Heat Lance","X","Spear","","","5","20","100","0","0","0","0","95","0","","-","Bladestorm Flames","","5","20","67","","","","","95","","7","30","117","","","","","95","","21006020","✓","","",""
"Dusk Lance","X","Spear","","","5","20","111","0","67","0","0","95","0","Chance to cause Blind","Kimahri","Mighty Guard (X)","","5","20","78","","42","","","95","","7","30","127","","80","","","95","","21006031","✓","","",""
"Hunter's Spear","X","Spear","","","5","20","123","0","71","0","0","95","0","","Kimahri","Ronso Jump","","5","20","88","","53","","","95","","7","30","140","","80","","","95","","21006035","✓","","",""
"Twin Lance","X","Spear","","","5","20","129","0","0","0","0","95","0","","Kimahri","Fang of Gagazet","","5","20","94","","","","","95","","7","30","146","","","","","95","","21006075","✓","","",""
"Halberd","X","Spear","","","5","20","137","0","0","0","0","95","0","","Kimahri","Aqua Breath (X)","","5","20","102","","","","","95","","7","30","154","","","","","95","","21006037","✓","","",""
"Thanatos Lance","X","Spear","","","5","20","142","0","0","0","0","95","0","Chance to cause Instant KO","Kimahri","","Spear of Wrath","5","20","107","","","","","95","","7","30","159","","","","","95","","21006104","✓","","",""
"Harpoon","X","Spear","","","5","20","147","0","0","0","0","95","0","","Kimahri","","Devoted Guardian","5","20","112","","","","","95","","7","30","164","","","","","95","","21006042","✓","","",""
"Gungnir","XII","Spear","","","5","20","107","0","0","0","0","95","0","Fire damage +20%","","","","5","20","74","","","","","95","","7","30","124","","","","","95","","21006036","✓","","",""
"Holy Lance","XII","Spear","","","5","20","133","0","0","0","0","95","0","Holy damage +20%","Basch","Shining Ray","","5","20","98","","","","","95","","7","30","150","","","","","95","","21006043","✓","","",""
"Bladed Lance","XIII","Spear","","","5","20","113","0","0","0","0","95","0","","","","","5","20","80","","","","","95","","7","30","129","","","","","95","","21006029","✓","","",""
"Glaive","XIII","Spear","","","5","20","119","0","0","0","0","95","0","","Fang","Pulsar Burst","","5","20","84","","","","","95","","7","30","137","","","","","95","","21006030","✓","","",""
"Partisan","XIII","Spear","","","5","20","125","0","0","0","0","95","0","","Fang","High Dive","","5","20","90","","","","","95","","7","30","142","","","","","95","","21006057","✓","","",""
"Punisher","XIII","Spear","","","5","20","128","0","0","0","0","95","0","","Fang","Highwind (XIII)","","5","20","93","","","","","95","","7","30","145","","","","","95","","21006058","✓","","",""
"Rhomphaia","XIII","Spear","","","5","20","128","0","0","0","0","95","0","","Fang","Megaflare","","5","20","93","","","","","95","","7","30","145","","","","","95","","21006065","✓","","",""
"Heretic's Halberd","XIII","Spear","","","5","20","139","0","0","0","0","95","0","","Fang","Raging Whirlwind","","5","20","104","","","","","95","","7","30","156","","","","","95","","21006077","✓","","",""
"Pandoran Spear","XIII","Spear","","","5","20","147","0","0","0","0","95","0","","Fang","Smash Blast","","5","20","112","","","","","95","","7","30","164","","","","","95","","21006105","✓","","",""
"Mythril Lance","XV","Spear","","","5","20","147","0","0","0","0","95","0","","Ignis","Stalwart Cook","","5","20","112","","","","","95","","7","30","164","","","","","95","","21006116","✓","","",""
"Drain Lance","XV","Spear","","","5","20","147","0","0","0","0","95","0","","Ignis","Analysis Sting","","5","20","112","","","","","95","","7","30","164","","","","","95","","21006117","✓","","",""
"Javelin","Type-0","Spear","","","5","20","139","0","0","0","0","95","0","RS: Wind damage +20%","Nine","Class Zero Basher-in-Chief","","5","20","104","","","","","95","","7","30","156","","","","","95","","21006091","✓","","",""
"Heavy Lance","Type-0","Spear","","","5","20","139","0","0","0","0","95","0","","Nine","","Dizzying Leap","5","20","104","","","","","95","","7","30","156","","","","","95","","21006088","✓","","",""
"Harpoon","Type-0","Spear","","","5","20","147","0","0","0","0","95","0","","Nine","","Fierce Fellowship","5","20","112","","","","","95","","7","30","164","","","","","95","","21006137","✓","","",""
"Gae Bolg","Beyond","Spear","","","5","20","140","0","0","0","0","95","0","","Wrieg","Force Blaster","","5","20","105","","","","","95","","7","30","157","","","","","95","","21006089","✓","","",""
"Heimdall's Lance","Beyond","Spear","","","5","20","140","0","0","0","0","95","0","","Wrieg","Impact Leap","","5","20","105","","","","","95","","7","30","157","","","","","95","","21006090","✓","","",""
"Trident","XII","Spear","","","4","15","64","0","0","0","0","92","0","Ice damage +20%","","","","4","15","41","","","","","92","","6","25","79","","","","","92","","21006010","✓","","",""
"Javelin","V","Spear","","","3","10","35","0","0","0","0","89","0","","","","","3","10","21","","","","","89","","5","20","50","","","","","89","","21006006","✓","","",""
"Storm Spear","XII","Spear","","","3","10","33","0","0","0","0","89","0","Lightning damage +20%","","","","3","10","20","","","","","89","","5","20","47","","","","","89","","21006007","✓","","",""
"Obelisk","XII","Spear","","","3","10","38","0","0","0","0","89","0","","","","","3","10","23","","","","","89","","5","20","54","","","","","89","","21006008","✓","","",""
