"Realm","Character","Img","Name","Tier","Effect","Master","Relic","Name (JP)","ID","Anima"
"Beyond","Lann","","Childish One","-","Increases Fire damage dealt by 10%","","-","お調子者","201900600",""
"Beyond","Lann","","Resolute Spirit","-","35% chance to dualcast abilities that deal Fire damage","","-","立ち向かう心","201900601",""
"Beyond","Lann","","Harmony of Fire","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Surge Searcher (Beyond)","炎のハーモニー","201900602","1"
"Beyond","Morrow","","Young Dreamer","-","Support abilities deal 15% more damage","","-","夢見の少年","201901100",""
"Beyond","Morrow","","Hope For Tomorrow","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","への希望","201901101",""
"Beyond","Morrow","","Eddies of Time","LMR","Increases the duration of stat debuffs by 30%","ATK +10","Zephyr Cape (Beyond)","駆け巡る時","201901102","1"
"Beyond","Aemo","","New Song","-","WHT abilities restore 15% more HP","","-","初めて知る歌","201901200",""
"Beyond","Aemo","","Future Facing","-","35% chance to grant [Physical Blink 1] to the target after using a single-target White Magic ability that restores HP on an ally","","-","想う未来","201901201",""
"Beyond","Aemo","","Gentle Bloom","LMR","25% chance to dualcast White Magic abilities","MND +10","White Cape (Beyond)","優しく可憐な橙","201901202","1"
"Beyond","Wrieg","","Willbearer","-","Increases Earth damage dealt by 10%","","-","継ぐ意志","201901300",""
"Beyond","Wrieg","","Heavy Burden","-","ATK +3% for each hit taken by damaging attacks, up to +50%","","-","背負う覚悟","201901301",""
"Beyond","Wrieg","","Worldly Adventurer","LMR","Jump attacks deal 20% more damage when equipping a spear","ATK +10","Energy Sash (Beyond)","世界を翔る冒険家","201901302","1"
"Beyond","Tama","","Steadfast Presence","-","WHT abilities restore 15% more HP","","-","頼れる存在","201901600",""
"Beyond","Tama","","Microreversal","-","35% chance to dualcast White Magic abilities","","-","時を戻す力","201901601",""
"Beyond","Tama","","Lifeline","LMR","20% chance to grant [Last Stand] to the target after using a single-target White Magic ability that restores HP on an ally","MND +10","Tama's Bib (Beyond)","命の残し方","201901602","1"
"Beyond","Enna Kros","","Abounding Mystery","-","BLK attacks deal 10% more damage","","-","謎多き女性","201901700",""
"Beyond","Enna Kros","","Power of Creation","-","30% chance to grant [Quick Cast 3] to the user after using a Black Magic ability","","-","世界の創造神","201901701",""
"Beyond","Enna Kros","","Mystic Presence","LMR","25% chance to dualcast Black Magic abilities","MAG +10","Roksanne's Gloves (Beyond)","神秘の存在","201901702","1"
"Beyond","Serafie","","Gossip Gatherer","-","Increases Wind damage dealt by 10%","","-","噂話の収集","201903200",""
"Beyond","Serafie","","Mirage Mascot","-","30% chance to cause [Imperil Wind 10% (15s)] to the target after using a Wind attack on an enemy","","-","いろんな世界のマスコット","201903201",""
"Beyond","Serafie","","Re-action (Serafie)","LMR+","100% chance to dualcast every third Wind ability","MAG +10","Circlet (Beyond)","再動【セラフィ】","201903202",""
"Beyond","Rain","","Precocious Power","-","PHY attacks deal 20% more damage when equipping a sword","","-","若き実力者","201903300",""
"Beyond","Rain","","Flaming Heart","-","35% chance to dualcast Spellblade abilities","","-","燃えたぎる心","201903301",""
"Beyond","Fina","","Purest of Hearts","-","35% chance to grant [Quick Cast 1] to the user after using a White Magic or Support ability","","-","凛々しき純心","201903400",""
"Beyond","Fina","","Virtuous Prayer","-","35% chance to cast an ability (WHT: group, restores HP (25), damages undeads) after using a Support ability","","-","清逸なる祈り","201903401",""
"Beyond","Lasswell","","Heir to the Blade","-","20% chance to cause [Imperil Ice 10% (15s)] to the target after using a Ice ability on an enemy","","-","秘刀の継承者","201903500",""
"Beyond","Lasswell","","Extreme Skill","-","35% chance to dualcast Samurai abilities","","-","練達の極み","201903501",""
