"ID","Common Name","Effects","Default Duration","MND Modifier","Exclusive Status"
"50015","Mystic Bard 2","Used to determine the effect of Mage's Hymn","10","-","Mystic Bard 1, Mystic Bard 3, Mystic Bard 4"
"50016","Mystic Bard 3","Used to determine the effect of Mage's Hymn","10","-","Mystic Bard 1, Mystic Bard 2, Mystic Bard 4"
"50017","Mystic Bard 4","Used to determine the effect of Mage's Hymn","10","-","Mystic Bard 1, Mystic Bard 2, Mystic Bard 3"
"50018","Fire Quick Cycle","Grants [Quick Cast 1] after using a Fire attack","15","-","-"
"50019","Lightning Follow-Up","Casts Lightning after using Dark attack","15","-","-"
"50020","Machinist Quick Cycle: Lightning","Grants [Quick Cast 1] after using a Machinist ability","15","-","All other ""Machinist Quick Cycle"" status"
"50021","Fat Moogle Sleep","Increases the chance of being inflicted with Sleep by 100","-","-","-"
"50022","Attach Dark Stacking","Allow to stack Attach Dark, up to Attach Dark 3","25","-","-"
"50023","Ice High Quick Cycle","Grants [High Quick Cast 1] after using a Ice attack","15","-","-"
"50024","Witch Double","Dualcasts Witch abilities consuming an extra ability use","15","-","-"
"50025","Fiery Fist Follow-Up","Casts Fiery Fist after dealing a critical hit","15","-","-"
"50026","Sephiroth Trance","ATK +50%, DEF -50%, cast speed x3.00","25","-","-"
"50027","Lightning Quick Cycle","Grants [Quick Cast 1] after using a Lightning attack","15","-","-"
"50028","Heavy Grinder Counter","Keeps track of the number of uses of Heavy Grinder, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","-","-","-"
"50029","Auto Firebolt Barrage","Casts Firebolt Barrage every 3.50 seconds","15","-","All other ""Auto"" status"
"50030","EX: Speed Combo","ATK +30%, grants [Physical High Quick Cast 1] to all allies in the front row after using a Knight ability","15","-","-"
"50031","Everlasting Darkness Follow-Up","Casts Everlasting Darkness after dealing damage with a Darkness ability","15","-","-"
"50032","Heavy Grinder Speed x1,11","Cast speed x1.11 for Heavy Grinder","-","-","-"
"50033","Heavy Grinder Speed x1,43","Cast speed x1.43 for Heavy Grinder","-","-","-"
"50034","Heavy Grinder Speed x2,00","Cast speed x2.00 for Heavy Grinder","-","-","-"
"50035","Heavy Grinder Speed x3,33","Cast speed x3.33 for Heavy Grinder","-","-","-"
"50036","Heavy Grinder Speed x10,00","Cast speed x10.00 for Heavy Grinder","-","-","-"
"50037","Auto Storm's Retribution","Casts Storm's Retribution every 3.50 seconds","15","-","All other ""Auto"" status"
"50038","Black Magic Double","Dualcasts Black Magic abilities consuming an extra ability use","15","-","-"
"50039","Shining Knight Mode","Grants [Attach Fire]/[Attach Ice]/[Attach Lightning] after taking Fire/Ice/Lightning damage from a BLK, WHT, BLU or SUM attack used by another ally","15","-","-"
"50040","Flashing Blade Counter","Keeps track of the number of uses of Flashing Blade","25","-","-"
"50041","Garnet Trance","MAG and MND +30%, cast speed x2.00","25","-","-"
"50042","Eiko Trance","MAG and MND +30%, cast speed x2.00","25","-","-"
"50043","Lightning Sigil Follow-Up","Casts Lightning Sigil after dealing damage with a Black Magic ability","15","-","-"
"50044","Knight Rank Boost","Knight abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50045","Phantom Regen","Heals for 15% max HP every 3.50 seconds","15","-","Poison, Sap"
"50046","EX: Ninja","ATK +30%, cast speed x1.30 plus x0.30 for each ability used for the duration of the status, up to x3.40","15","-","-"
"50047","EX: Sage","MAG +30%, BLK attacks deal 15% more damage","15","-","-"
"50048","Machinist Quick Cycle: Fire","Grants [Quick Cast 1] after using a Machinist ability","15","-","All other ""Machinist Quick Cycle"" status"
"50049","Auto Chain of Destruction","Casts Chain of Destruction every 3.50 seconds","15","-","All other ""Auto"" status"
"50050","EX: Farseer","MAG +30%, grants [High Quick Cast 1] after using a Ice attack","15","-","-"
"50051","Revenge Counter","Counters enemy PHY and BLK attacks with Revenge Counter","15","-","-"
"50052","Flame Hunt Follow-Up","Casts Flame Hunt after using a Fire attack","15","-","-"
"50053","Firebird Strike Follow-Up","Casts Firebird Strike after using a Fire attack","15","-","-"
"50054","EX: Dominion","MND +50%, DEF and RES -15%, grants [High Quick Cast 1] to the user after exploiting elemental weakness","15","-","-"
"50055","Assault Mode","Cast speed x2.00, casts Rush Blade after using a Spellblade ability, removed upon taking damage","-","-","-"
"50056","Queen Trance","ATK +50%, RES -50%, cast speed x2.00","25","-","-"
"50057","Null Physical","Reduces to 0 all damage received from non-NIN attacks that deal physical damage and all damage received from PHY attacks","-","-","-"
"50058","Null Magical","Reduces to 0 all damage received from non-NIN attacks that deal magical damage and all damage received from BLK, WHT, BLU or SUM attacks","-","-","-"
"50059","No Air Time 4","Changes the air time of Jump attacks to 0.01 seconds, lasts for 4 turns","-","-","-"
"50060","Dragoon Quick Cycle: Wind","Grants [Quick Cast 1] after using a Dragoon ability","15","-","Dragoon Quick Cycle"
"50061","Blood of the Dragon","Affects certain Burst Commands, removed if the user hasn't Burst Mode","-","-","All other ""Summoning Strike"" status"
"50062","Icebrand Follow-Up","Casts Icebrand after dealing damage with a Ice attack","15","-","-"
"50063","Wildfire Finisher","Casts Wildfire when removed","15","-","-"
"50064","Haurchefant Cover","While front row, 100% chance to cover PHY, BLK, WHT, BLU and SUM attacks that target back row allies, reducing damage taken by 50%","15","-","-"
"50065","Darkness Quick Cycle","Grants [Quick Cast 1] after using a Darkness ability","15","-","-"
"50066","Witch Quick Cycle","Grants [Quick Cast 1] after using a Witch ability","15","-","-"
"50067","Grip of Chaos Follow-Up","Casts Grip of Chaos after using a Darkness ability","15","-","-"
"50068","Flurry Follow-Up","Casts Follow-Up Flurry after dealing a critical hit","15","-","-"
"50069","Tceles Nottub B Follow-Up","Casts Tceles Nottub B after exploiting elemental weakness","15","-","-"
"50070","EX: Sword Saint","ATK +50%, dualcasts Knight and Darkness abilities consuming an extra ability use","15","-","-"
"50071","Infinite Haste","Wait speed x2.00","-","-","Haste, Slow"
"50072","Chain Cast Counter","Keeps track of the number of uses of Chain Cast, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","-","-","-"
"50073","EX: Chosen Sorceress","MAG +30%, casts Angel Wing Ice Mist after dealing damage with a Black Magic ability","15","-","-"
"50074","Slice Follow-Up","Casts Slice after using two Wind attacks","15","-","-"
"50075","Clean Shot Follow-Up","Casts Clean Shot after using three Sharpshooter abilities","15","-","-"
"50076","Attach Lightning Stacking","Allow to stack Attach Lightning , up to Attach Lightning 3","25","-","-"
"50077","Attach Fire Stacking","Allow to stack Attach Fire, up to Attach Fire 3","25","-","-"
"50078","Attach Wind Stacking","Allow to stack Attach Wind, up to Attach Wind 3","25","-","-"
"50079","Attach Ice Stacking","Allow to stack Attach Ice, up to Attach Ice 3","25","-","-"
"50080","Torrent Blade Follow-Up","Casts Torrent Blade after using a Water attack","15","-","-"
"50082","Wind Quick Cycle","Grants [Quick Cast 1] after using a Wind attack","15","-","-"
"50084","Stock Raid Follow-Up","Casts Stock Raid after dealing damage with a Holy attack","15","-","-"
"50085","Sandwind Blade Follow-Up","Casts Sandwind Blade after using a Knight ability","15","-","-"
"50086","EX: Angel of Death","Darkness abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, casts Ultima (IX) when removed","15","-","-"
"50087","Spellblade Rank Boost","Spellblade abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50088","Ninja Rank Boost","Ninja abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50089","Lupine Chase Follow-Up","Casts Lupine Chase after using a Earth attack","15","-","-"
"50090","Dance of the Flame Follow-Up","Casts Dance of the Flame after dealing damage with a Fire attack","15","-","-"
"50091","Freya Trance","ATK and RES +30%, casts Undying Love after using a Dragoon jump attack","25","-","-"
"50093","Quina Trance","ATK, DEF, MAG, RES and MND +15%","25","-","-"
"50094","Null Ninjutsu","Reduces to 0 all damage received from NIN attacks","-","-","-"
"50095","Sephira Follow-Up","Casts Sephira after using a Dark attack","15","-","-"
"50096","EX: Last Summoner","MAG +30%, casts Sonic Ray after dealing damage with a Summoning ability, smart ether 2 when removed","15","-","-"
"50097","Aqua Toxin Follow-Up","Casts Aqua Toxin after using a Water attack","15","-","-"
"50098","Savage Follow-Up","Casts Savage Follow-Up after dealing damage with a Dark attack","15","-","-"
"50099","Monk Quick Cycle: Non-Elemental","Grants [Quick Cast 1] after using a Monk ability","15","-","Monk Quick Cycle"
"501","MAG Boost","MAG +25%","10","2.50%","-"
"50100","Abyssal Bite Follow-Up","Casts Abyssal Bite after using a Darkness ability","15","-","-"
"50101","Attach Water Stacking","Allow to stack Attach Water, up to Attach Water 3","25","-","-"
"50102","White Magic Double","Dualcasts White Magic abilities consuming an extra ability use","15","-","-"
"50103","Monk Rank Boost","Monk abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50104","White Magic Rank Boost","White Magic abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50105","Icicle Bite Counter","Keeps track of the number of uses of Icicle Bite, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","-","-","-"
"50106","Seraph-Wing Buffet Follow-Up","Casts Seraph-Wing Buffet after using a Holy or Dark attack","15","-","-"
"50107","Dia Splash Follow-Up","Casts Dia Splash after using a Holy attack","15","-","-"
"50108","Titan Strike Follow-Up","Casts Titan Strike after using a Knight ability","15","-","-"
"50109","Heavy Charge X","Keeps track of the Heavy Charge level, up to level 2","15","-","-"
"50110","Heavy Charge +1","Increases the Heavy Charge level by 1 when set","-","-","-"
"50111","Heavy Charge +2","Increases the Heavy Charge level by 2 when set","-","-","-"
"50112","Heavy Charge =0","Sets the Heavy Charge level to 0 when set","-","-","-"
"50113","Heavy Charge Booster","Increases the Heavy Charge level by 1 when the Heavy Charge level is increased","15","-","-"
"50114","Machinist Double","Dualcasts Machinist abilities consuming an extra ability use","15","-","-"
"50115","Heavy Rank Boost","Heavy abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50116","Wild Lance Follow-Up","Casts Wild Lance after dealing damage with a Dragoon ability","15","-","-"
"50118","Sacred Bard 1","Used to determine the effect of Goddess's Hymn","10","-","Sacred Bard 2, Sacred Bard 3, Sacred Bard 4"
"50119","Sacred Bard 2","Used to determine the effect of Goddess's Hymn","10","-","Sacred Bard 1, Sacred Bard 3, Sacred Bard 4"
"50120","Sacred Bard 3","Used to determine the effect of Goddess's Hymn","10","-","Sacred Bard 1, Sacred Bard 2, Sacred Bard 4"
"50121","Sacred Bard 4","Used to determine the effect of Goddess's Hymn","10","-","Sacred Bard 1, Sacred Bard 2, Sacred Bard 3"
"50122","Summoning Rank Boost","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50123","EX: Adventurer","ATK +30%, casts Valiant Flame after using a Fire attack","15","-","-"
"50124","Spellblade Double","Dualcasts Spellblade abilities consuming an extra ability use","15","-","-"
"50125","EX: Machinist","ATK +30%, Machinist cast speed x2.00, casts Poison/Fire/Lightning Enfeeble after dealing damage with a Poison/Fire/Lightning Machinist ability","15","-","-"
"50126","Machinist Rank Boost","Machinist abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50127","Sword Arts Follow-Up","Casts Sword Arts after using a Knight ability","15","-","-"
"50128","EX: Prophesied Warrior","Knight abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, casts Bright Finale when removed","15","-","-"
"50129","Attach Holy Stacking","Allow to stack Attach Holy, up to Attach Holy 3","25","-","-"
"50130","Ingredients X","Keeps track of the Ingredients level, up to level 2, removed if the user hasn't Burst Mode","-","-","-"
"50131","Ingredients +1","Increases the Ingredients level by 1 when set","-","-","-"
"50132","Ingredients +2","Increases the Ingredients level by 2 when set","-","-","-"
"50133","Ingredients -1","Decreases the Ingredients level by 1 when set","-","-","-"
"50134","Sagefire","Grants [Quick Cast 1] to all allies in the character's row after using a Fire attack","15","-","-"
"50135","Dragon Boost Follow-Up","Casts Dragon Boost after dealing damage with a Dragoon ability","15","-","-"
"50136","Moonlight's Blessing Counter","Keeps track of the number of uses of Moonlight's Blessing, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","-","-","-"
"50137","Darkness Rank Boost","Darkness abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50138","EX: Lunarian","ATK and DEF +30%, restores 1500 HP to all allies in the front row after using a Knight ability","15","-","-"
"50139","Fair Wind Follow-Up","Casts Fair Wind after using a Wind attack","15","-","-"
"50140","EX: Red Wings","ATK +30%, cast speed x3.00 for Darkness abilities, dualcasts Darkness abilities, removed if the user doesn't have any Stoneskin","-","-","-"
"50141","Regenga","Heals for 2000 HP every 2.00 seconds","4","1.00%","Low Regen, Medium Regen, High Regen, Poison, Sap, Zombie"
"50142","Monk Double","Dualcasts Monk abilities consuming an extra ability use","15","-","-"
"50143","EX: True Form","ATK +30%, casts Storm Hazard after using a Wind attack","15","-","-"
"50144","EX: No Discussion","ATK +30%, casts Strongest Swordplay after using a Samurai ability","15","-","-"
"50145","Combat Rank Boost","Combat abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
"50147","Tactical Bard 1","Used to determine the effect of Warlord's Hymn","10","-","Tactical Bard 2, Tactical Bard 3, Tactical Bard 4"
"50148","Tactical Bard 2","Used to determine the effect of Warlord's Hymn","10","-","Tactical Bard 1, Tactical Bard 3, Tactical Bard 4"
"50149","Tactical Bard 3","Used to determine the effect of Warlord's Hymn","10","-","Tactical Bard 1, Tactical Bard 2, Tactical Bard 4"
"50150","Tactical Bard 4","Used to determine the effect of Warlord's Hymn","10","-","Tactical Bard 1, Tactical Bard 2, Tactical Bard 3"
"50151","EX: Lion","ATK +30%, casts Renzokuken Ice Fang after using a Spellblade ability","15","-","-"
"50152","EX: Connected Hearts","ATK +30%, casts Judgment after using a Fire, Ice or Lightning Spellblade ability","15","-","-"
"50153","Darkhand Scourge Follow-Up","Casts Darkhand Scourge after using a Dark attack","15","-","-"
"50154","Gilgamesh Trance","ATK, DEF and RES +30%, cast speed x3.00","25","-","-"
"50156","Seeker of Truth","Grants [High Quick Cast 1] to the user and casts Knight's Lightblade after using a Holy attack","15","-","-"
"50157","Divine Purge Follow-Up","Casts Divine Purge after using two Knight abilities","15","-","-"
"50158","Winds of Ruin Counter","Keeps track of the uses of Winds of Ruin, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","-","-","-"
"50159","Arcanum Counter","Keeps track of the uses of Arcanum, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","-","-","-"
"50160","Boundless","Increases damage dealt by 900%, reduces damage taken by 50%, wait speed x2.00, cast speed x2.00","-","-","-"
"50161","Thievery Finisher","Casts Thievery when removed","15","-","-"
"50162","Amarant Trance","ATK and RES +30%, 50% chance to restore 1500 HP to all allies after using a Monk ability","25","-","-"
"50163","Thief Rank Boost","Thief abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5","15","-","-"
